CO,Date,Main Pollutant,NO2,Overall AQI Value,Ozone,PM10,PM25,Site ID (of Overall AQI),Site Name (of Overall AQI),Source (of Overall AQI),source_file
2,05/18/2020,PM2.5,26,44,39,7,44,06-037-0016,Glendora,AQS,aqidaily2020.csv
2,05/19/2020,Ozone,32,45,45,11,42,06-037-1701,Pomona,AQS,aqidaily2020.csv
3,05/20/2020,Ozone,32,54,54,15,52,06-037-1701,Pomona,AQS,aqidaily2020.csv
7,05/21/2020,Ozone,39,97,97,19,57,06-037-2005,Pasadena,AQS,aqidaily2020.csv
3,05/22/2020,PM2.5,25,70,64,24,70,06-037-1201,Reseda,AQS,aqidaily2020.csv
3,05/23/2020,PM2.5,17,73,71,24,73,06-037-1201,Reseda,AQS,aqidaily2020.csv
5,05/24/2020,Ozone,19,108,108,28,74,06-037-0016,Glendora,AQS,aqidaily2020.csv
5,05/25/2020,Ozone,21,140,140,31,77,06-037-0016,Glendora,AQS,aqidaily2020.csv
7,05/26/2020,Ozone,38,147,147,36,79,06-037-0016,Glendora,AQS,aqidaily2020.csv
5,05/27/2020,Ozone,28,136,136,35,69,06-037-1201,Reseda,AQS,aqidaily2020.csv
5,05/28/2020,Ozone,26,161,161,31,67,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,05/29/2020,Ozone,18,64,64,28,59,06-037-9033,Lancaster-Division Street,AQS,aqidaily2020.csv
2,05/30/2020,PM2.5,15,61,42,13,61,06-037-1602,Pico Rivera #2,AQS,aqidaily2020.csv
3,05/31/2020,PM2.5,19,56,54,12,56,06-037-1201,Reseda,AQS,aqidaily2020.csv
6,06/01/2020,Ozone,38,71,71,32,57,06-037-1701,Pomona,AQS,aqidaily2020.csv
5,06/02/2020,Ozone,28,122,122,31,63,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
6,06/03/2020,Ozone,38,129,129,29,65,06-037-0016,Glendora,AQS,aqidaily2020.csv
3,06/04/2020,Ozone,19,108,108,39,66,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
2,06/05/2020,PM2.5,17,56,35,31,56,06-037-1201,Reseda,AQS,aqidaily2020.csv
2,06/06/2020,PM2.5,13,51,38,19,51,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2020.csv
3,06/07/2020,PM2.5,18,54,48,32,54,06-037-0016,Glendora,AQS,aqidaily2020.csv
6,06/08/2020,Ozone,43,74,74,19,48,06-037-2005,Pasadena,AQS,aqidaily2020.csv
8,06/09/2020,Ozone,55,80,80,25,52,06-037-0016,Glendora,AQS,aqidaily2020.csv
13,06/10/2020,Ozone,56,143,143,29,62,06-037-0016,Glendora,AQS,aqidaily2020.csv
7,06/11/2020,Ozone,41,161,161,35,60,06-037-0016,Glendora,AQS,aqidaily2020.csv
3,06/12/2020,Ozone,22,77,77,27,60,06-037-0016,Glendora,AQS,aqidaily2020.csv
3,06/13/2020,Ozone,17,61,61,25,57,06-037-0016,Glendora,AQS,aqidaily2020.csv
3,06/14/2020,Ozone,21,77,77,20,57,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
5,06/15/2020,Ozone,28,112,112,28,60,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,06/16/2020,PM2.5,31,61,61,26,61,06-037-1201,Reseda,AQS,aqidaily2020.csv
2,06/17/2020,Ozone,14,71,71,26,60,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,06/18/2020,Ozone,35,64,64,31,59,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,06/19/2020,Ozone,23,97,97,31,62,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,06/20/2020,Ozone,21,77,77,29,63,06-037-9033,Lancaster-Division Street,AQS,aqidaily2020.csv
3,06/21/2020,Ozone,9,105,105,23,63,06-037-1701,Pomona,AQS,aqidaily2020.csv
3,06/22/2020,Ozone,27,154,154,29,68,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,06/23/2020,Ozone,31,159,159,33,71,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,06/24/2020,Ozone,36,156,156,29,65,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,06/25/2020,Ozone,30,112,112,26,63,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,06/26/2020,Ozone,37,126,126,29,59,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,06/27/2020,Ozone,18,119,119,31,60,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
2,06/28/2020,PM2.5,7,44,40,42,44,06-037-1201,Reseda,AQS,aqidaily2020.csv
2,06/29/2020,PM2.5,30,48,44,15,48,06-037-1201,Reseda,AQS,aqidaily2020.csv
3,06/30/2020,Ozone,34,80,80,28,57,06-037-1701,Pomona,AQS,aqidaily2020.csv
2,07/01/2020,Ozone,26,77,77,32,62,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,07/02/2020,Ozone,21,100,100,39,61,06-037-0016,Glendora,AQS,aqidaily2020.csv
5,07/03/2020,Ozone,33,129,129,23,58,06-037-0016,Glendora,AQS,aqidaily2020.csv
6,07/04/2020,PM2.5,26,175,101,46,175,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2020.csv
7,07/05/2020,PM2.5,25,250,150,49,250,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2020.csv
7,07/06/2020,Ozone,35,140,140,30,73,06-037-0016,Glendora,AQS,aqidaily2020.csv
5,07/07/2020,Ozone,37,129,129,37,72,06-037-0016,Glendora,AQS,aqidaily2020.csv
3,07/08/2020,Ozone,31,105,105,46,72,06-037-0016,Glendora,AQS,aqidaily2020.csv
5,07/09/2020,Ozone,30,156,156,39,70,06-037-0016,Glendora,AQS,aqidaily2020.csv
5,07/10/2020,Ozone,43,204,204,39,73,06-037-0016,Glendora,AQS,aqidaily2020.csv
7,07/11/2020,Ozone,33,177,177,26,63,06-037-0016,Glendora,AQS,aqidaily2020.csv
5,07/12/2020,Ozone,24,172,172,21,64,06-037-0016,Glendora,AQS,aqidaily2020.csv
5,07/13/2020,Ozone,25,112,112,34,73,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,07/14/2020,Ozone,26,90,90,37,67,06-037-0016,Glendora,AQS,aqidaily2020.csv
3,07/15/2020,Ozone,31,101,101,26,62,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,07/16/2020,Ozone,31,108,108,30,60,06-037-0016,Glendora,AQS,aqidaily2020.csv
3,07/17/2020,Ozone,40,136,136,25,57,06-037-0016,Glendora,AQS,aqidaily2020.csv
3,07/18/2020,Ozone,21,122,122,20,53,06-037-1701,Pomona,AQS,aqidaily2020.csv
5,07/19/2020,Ozone,16,97,97,24,55,06-037-1701,Pomona,AQS,aqidaily2020.csv
5,07/20/2020,Ozone,29,133,133,56,58,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
5,07/21/2020,Ozone,32,143,143,36,64,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,07/22/2020,Ozone,28,100,100,28,59,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,07/23/2020,Ozone,23,80,80,23,62,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,07/24/2020,Ozone,34,115,115,31,62,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,07/25/2020,Ozone,19,140,140,24,62,06-037-0016,Glendora,AQS,aqidaily2020.csv
5,07/26/2020,Ozone,20,143,143,23,60,06-037-1701,Pomona,AQS,aqidaily2020.csv
5,07/27/2020,Ozone,36,97,97,31,62,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
6,07/28/2020,Ozone,32,129,129,33,62,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
5,07/29/2020,Ozone,41,164,164,35,65,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
6,07/30/2020,Ozone,38,161,161,36,65,06-037-0016,Glendora,AQS,aqidaily2020.csv
11,07/31/2020,Ozone,46,187,187,33,66,06-037-1701,Pomona,AQS,aqidaily2020.csv
7,08/01/2020,Ozone,42,161,161,40,74,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
6,08/02/2020,Ozone,25,140,140,32,73,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
5,08/03/2020,Ozone,30,200,200,36,74,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
6,08/04/2020,Ozone,31,122,122,38,71,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,08/05/2020,Ozone,37,97,97,31,66,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
3,08/06/2020,PM2.5,32,62,61,26,62,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2020.csv
5,08/07/2020,Ozone,26,93,93,31,63,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
6,08/08/2020,Ozone,29,112,112,31,66,06-037-0016,Glendora,AQS,aqidaily2020.csv
5,08/09/2020,Ozone,18,105,105,24,62,06-037-1701,Pomona,AQS,aqidaily2020.csv
5,08/10/2020,Ozone,34,87,87,27,60,06-037-1701,Pomona,AQS,aqidaily2020.csv
6,08/11/2020,Ozone,37,112,112,28,56,06-037-1701,Pomona,AQS,aqidaily2020.csv
9,08/12/2020,Ozone,50,147,147,30,59,06-037-0016,Glendora,AQS,aqidaily2020.csv
7,08/13/2020,Ozone,54,166,166,53,69,06-037-1701,Pomona,AQS,aqidaily2020.csv
10,08/14/2020,Ozone,56,204,204,58,111,06-037-0016,Glendora,AQS,aqidaily2020.csv
10,08/15/2020,Ozone,43,220,220,55,85,06-037-0016,Glendora,AQS,aqidaily2020.csv
13,08/16/2020,PM2.5,28,133,93,67,133,06-037-9033,Lancaster-Division Street,AQS,aqidaily2020.csv
8,08/17/2020,Ozone,43,164,164,61,94,06-037-0016,Glendora,AQS,aqidaily2020.csv
8,08/18/2020,Ozone,58,222,222,79,102,06-037-0016,Glendora,AQS,aqidaily2020.csv
8,08/19/2020,Ozone,44,217,217,67,98,06-037-0016,Glendora,AQS,aqidaily2020.csv
8,08/20/2020,Ozone,52,218,218,41,154,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
13,08/21/2020,Ozone,48,192,192,41,164,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
7,08/22/2020,Ozone,30,126,126,32,84,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
6,08/23/2020,PM2.5,15,77,71,28,77,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2020.csv
5,08/24/2020,Ozone,29,90,90,31,66,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
8,08/25/2020,Ozone,36,74,74,44,64,06-037-0016,Glendora,AQS,aqidaily2020.csv
9,08/26/2020,Ozone,36,97,97,22,61,06-037-1701,Pomona,AQS,aqidaily2020.csv
9,08/27/2020,Ozone,49,129,129,38,72,06-037-1701,Pomona,AQS,aqidaily2020.csv
7,08/28/2020,Ozone,38,112,112,34,66,06-037-0016,Glendora,AQS,aqidaily2020.csv
5,08/29/2020,Ozone,21,115,115,25,60,06-037-0016,Glendora,AQS,aqidaily2020.csv
3,08/30/2020,Ozone,14,115,115,20,60,06-037-0016,Glendora,AQS,aqidaily2020.csv
5,08/31/2020,Ozone,36,115,115,32,60,06-037-0016,Glendora,AQS,aqidaily2020.csv
5,09/01/2020,Ozone,34,100,100,28,62,06-037-0016,Glendora,AQS,aqidaily2020.csv
6,09/02/2020,Ozone,37,150,150,34,60,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
7,09/03/2020,Ozone,43,201,201,56,76,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
11,09/04/2020,Ozone,58,220,220,52,82,06-037-0016,Glendora,AQS,aqidaily2020.csv
13,09/05/2020,Ozone,54,235,235,37,86,06-037-0016,Glendora,AQS,aqidaily2020.csv
16,09/06/2020,Ozone,43,214,214,42,84,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2020.csv
11,09/07/2020,PM2.5,39,164,90,84,164,06-037-9033,Lancaster-Division Street,AQS,aqidaily2020.csv
5,09/08/2020,PM2.5,30,127,51,119,127,06-037-9033,Lancaster-Division Street,AQS,aqidaily2020.csv
11,09/09/2020,PM2.5,45,136,47,76,136,06-037-9034,Lebec,AQS,aqidaily2020.csv
19,09/10/2020,PM2.5,54,160,35,81,160,06-037-0016,Glendora,AQS,aqidaily2020.csv
22,09/11/2020,PM2.5,90,223,108,136,223,06-037-0016,Glendora,AQS,aqidaily2020.csv
25,09/12/2020,PM2.5,65,189,101,99,189,06-037-0016,Glendora,AQS,aqidaily2020.csv
17,09/13/2020,PM2.5,36,170,159,65,170,06-037-0016,Glendora,AQS,aqidaily2020.csv
23,09/14/2020,Ozone,57,197,197,68,162,06-037-0016,Glendora,AQS,aqidaily2020.csv
19,09/15/2020,PM2.5,77,191,161,67,191,06-037-9034,Lebec,AQS,aqidaily2020.csv
24,09/16/2020,PM2.5,100,162,154,65,162,06-037-0016,Glendora,AQS,aqidaily2020.csv
16,09/17/2020,Ozone,68,133,133,54,92,06-037-9033,Lancaster-Division Street,AQS,aqidaily2020.csv
14,09/18/2020,Ozone,55,156,156,71,86,06-037-1201,Reseda,AQS,aqidaily2020.csv
11,09/19/2020,Ozone,43,147,147,46,100,06-037-0016,Glendora,AQS,aqidaily2020.csv
10,09/20/2020,Ozone,29,119,119,38,83,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2020.csv
6,09/21/2020,Ozone,38,100,100,48,77,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
7,09/22/2020,Ozone,42,122,122,31,73,06-037-0016,Glendora,AQS,aqidaily2020.csv
10,09/23/2020,Ozone,45,126,126,58,80,06-037-2005,Pasadena,AQS,aqidaily2020.csv
10,09/24/2020,Ozone,52,201,201,64,95,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
9,09/25/2020,Ozone,35,136,136,45,76,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
7,09/26/2020,Ozone,27,151,151,54,81,06-037-1201,Reseda,AQS,aqidaily2020.csv
6,09/27/2020,Ozone,18,154,154,49,74,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
7,09/28/2020,Ozone,45,179,179,36,85,06-037-0016,Glendora,AQS,aqidaily2020.csv
9,09/29/2020,Ozone,55,150,150,36,68,06-037-2005,Pasadena,AQS,aqidaily2020.csv
19,09/30/2020,Ozone,96,161,161,55,69,06-037-0016,Glendora,AQS,aqidaily2020.csv
17,10/01/2020,Ozone,55,172,172,53,87,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2020.csv
11,10/02/2020,Ozone,62,204,204,54,90,06-037-1201,Reseda,AQS,aqidaily2020.csv
11,10/03/2020,Ozone,50,210,210,62,112,06-037-1201,Reseda,AQS,aqidaily2020.csv
11,10/04/2020,Ozone,43,177,177,55,127,06-037-2005,Pasadena,AQS,aqidaily2020.csv
14,10/05/2020,Ozone,62,151,151,53,121,06-037-1201,Reseda,AQS,aqidaily2020.csv
14,10/06/2020,Ozone,58,159,159,68,112,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2020.csv
11,10/07/2020,Ozone,55,133,133,51,95,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
5,10/08/2020,PM2.5,36,86,77,53,86,06-037-1201,Reseda,AQS,aqidaily2020.csv
6,10/09/2020,PM2.5,42,80,74,43,80,06-037-0016,Glendora,AQS,aqidaily2020.csv
5,10/10/2020,Ozone,22,80,80,31,72,06-037-1201,Reseda,AQS,aqidaily2020.csv
8,10/11/2020,Ozone,21,87,87,38,66,06-037-0016,Glendora,AQS,aqidaily2020.csv
11,10/12/2020,Ozone,68,100,100,43,67,06-037-0016,Glendora,AQS,aqidaily2020.csv
16,10/13/2020,Ozone,77,100,100,38,73,06-037-1201,Reseda,AQS,aqidaily2020.csv
24,10/14/2020,Ozone,70,164,164,55,76,06-037-1201,Reseda,AQS,aqidaily2020.csv
11,10/15/2020,Ozone,99,185,185,52,76,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2020.csv
13,10/16/2020,Ozone,61,169,169,43,74,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2020.csv
14,10/17/2020,Ozone,44,119,119,36,69,06-037-0016,Glendora,AQS,aqidaily2020.csv
9,10/18/2020,Ozone,31,159,159,44,83,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
6,10/19/2020,Ozone,35,126,126,45,80,06-037-1201,Reseda,AQS,aqidaily2020.csv
6,10/20/2020,Ozone,43,129,129,54,88,06-037-1201,Reseda,AQS,aqidaily2020.csv
7,10/21/2020,Ozone,43,119,119,55,100,06-037-6012,Santa Clarita,AQS,aqidaily2020.csv
6,10/22/2020,PM2.5,33,74,48,43,74,06-037-0016,Glendora,AQS,aqidaily2020.csv
6,10/23/2020,PM2.5,30,65,48,43,65,06-037-0016,Glendora,AQS,aqidaily2020.csv
5,10/24/2020,PM2.5,32,60,38,35,60,06-037-0016,Glendora,AQS,aqidaily2020.csv
5,10/25/2020,PM2.5,25,49,39,42,49,06-037-0016,Glendora,AQS,aqidaily2020.csv
14,10/26/2020,PM10,74,108,50,108,90,06-037-0016,Glendora,AQS,aqidaily2020.csv
19,10/27/2020,PM2.5,87,155,97,71,155,06-037-4004,Long Beach (South),AQS,aqidaily2020.csv
14,10/28/2020,PM2.5,65,96,90,50,96,06-037-4004,Long Beach (South),AQS,aqidaily2020.csv
18,10/29/2020,Ozone,85,97,97,38,92,06-037-0113,West Los Angeles,AQS,aqidaily2020.csv
20,10/30/2020,PM2.5,66,81,67,62,81,06-037-1302,Compton,AQS,aqidaily2020.csv
15,10/31/2020,Ozone,58,93,93,36,88,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2020.csv
14,11/01/2020,Ozone,54,87,87,37,80,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2020.csv
15,11/02/2020,Ozone,50,84,84,45,80,06-037-1201,Reseda,AQS,aqidaily2020.csv
10,11/03/2020,PM2.5,56,114,90,42,114,06-037-1302,Compton,AQS,aqidaily2020.csv
20,11/04/2020,PM2.5,70,95,87,59,95,06-037-4004,Long Beach (South),AQS,aqidaily2020.csv
22,11/05/2020,PM2.5,60,78,36,55,78,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2020.csv
17,11/06/2020,PM2.5,42,61,43,60,61,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2020.csv
5,11/07/2020,PM2.5,24,52,44,14,52,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2020.csv
7,11/08/2020,PM2.5,26,57,42,16,57,06-037-1602,Pico Rivera #2,AQS,aqidaily2020.csv
10,11/09/2020,PM2.5,35,57,40,14,57,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2020.csv
15,11/10/2020,PM2.5,40,63,40,20,63,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2020.csv
17,11/11/2020,PM2.5,44,70,40,29,70,06-037-1302,Compton,AQS,aqidaily2020.csv
20,11/12/2020,PM2.5,53,83,50,31,83,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2020.csv
15,11/13/2020,PM2.5,49,78,44,32,78,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2020.csv
13,11/14/2020,PM2.5,42,81,46,26,81,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2020.csv
27,11/15/2020,PM2.5,42,87,46,23,87,06-037-1302,Compton,AQS,aqidaily2020.csv
19,11/16/2020,NO2,62,62,44,31,60,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2020.csv
23,11/17/2020,PM2.5,54,72,44,42,72,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2020.csv
14,11/18/2020,PM2.5,47,68,36,29,68,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2020.csv
9,11/19/2020,PM2.5,39,65,40,22,65,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2020.csv
17,11/20/2020,PM2.5,65,88,41,34,88,06-037-1602,Pico Rivera #2,AQS,aqidaily2020.csv
23,11/21/2020,PM2.5,51,95,41,30,95,06-037-1302,Compton,AQS,aqidaily2020.csv
28,11/22/2020,PM2.5,41,103,49,24,103,06-037-1302,Compton,AQS,aqidaily2020.csv
14,11/23/2020,PM2.5,37,87,39,43,87,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2020.csv
11,11/24/2020,PM2.5,55,77,43,32,77,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2020.csv
18,11/25/2020,PM2.5,61,81,47,38,81,06-037-1302,Compton,AQS,aqidaily2020.csv
17,11/26/2020,PM2.5,38,84,46,33,84,06-037-1302,Compton,AQS,aqidaily2020.csv
20,11/27/2020,PM2.5,49,86,38,34,86,06-037-1302,Compton,AQS,aqidaily2020.csv
22,11/28/2020,PM2.5,42,69,39,28,69,06-037-1302,Compton,AQS,aqidaily2020.csv
24,11/29/2020,PM2.5,39,70,42,37,70,06-037-4004,Long Beach (South),AQS,aqidaily2020.csv
23,11/30/2020,NO2,79,79,38,33,74,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2020.csv
26,12/01/2020,PM2.5,74,83,38,35,83,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2020.csv
25,12/02/2020,PM2.5,72,94,46,30,94,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2020.csv
27,12/03/2020,PM2.5,85,109,44,29,109,06-037-4004,Long Beach (South),AQS,aqidaily2020.csv
27,12/04/2020,PM2.5,71,74,42,38,74,06-037-1302,Compton,AQS,aqidaily2020.csv
31,12/05/2020,PM2.5,68,108,39,42,108,06-037-1302,Compton,AQS,aqidaily2020.csv
26,12/06/2020,PM2.5,48,109,44,44,109,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2020.csv
27,12/07/2020,PM2.5,81,93,43,42,93,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2020.csv
28,12/08/2020,NO2,85,85,42,33,65,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2020.csv
20,12/09/2020,PM2.5,67,68,40,49,68,06-037-4004,Long Beach (South),AQS,aqidaily2020.csv
13,12/10/2020,PM2.5,50,72,38,44,72,06-037-1302,Compton,AQS,aqidaily2020.csv
19,12/11/2020,PM2.5,50,83,41,36,83,06-037-1302,Compton,AQS,aqidaily2020.csv
24,12/12/2020,PM2.5,36,97,39,37,97,06-037-1302,Compton,AQS,aqidaily2020.csv
19,12/13/2020,PM2.5,33,76,44,25,76,06-037-4004,Long Beach (South),AQS,aqidaily2020.csv
8,12/14/2020,PM2.5,46,55,39,23,55,06-037-1602,Pico Rivera #2,AQS,aqidaily2020.csv
16,12/15/2020,PM2.5,60,88,40,25,88,06-037-1302,Compton,AQS,aqidaily2020.csv
19,12/16/2020,PM2.5,65,72,35,34,72,06-037-4004,Long Beach (South),AQS,aqidaily2020.csv
24,12/17/2020,PM2.5,53,79,40,39,79,06-037-1302,Compton,AQS,aqidaily2020.csv
23,12/18/2020,PM2.5,51,90,41,22,90,06-037-1302,Compton,AQS,aqidaily2020.csv
32,12/19/2020,PM2.5,48,84,38,28,84,06-037-1302,Compton,AQS,aqidaily2020.csv
23,12/20/2020,PM2.5,46,85,43,31,85,06-037-1302,Compton,AQS,aqidaily2020.csv
30,12/21/2020,PM2.5,60,65,39,45,65,06-037-1302,Compton,AQS,aqidaily2020.csv
18,12/22/2020,PM2.5,49,77,36,25,77,06-037-1302,Compton,AQS,aqidaily2020.csv
20,12/23/2020,PM2.5,71,95,43,47,95,06-037-1302,Compton,AQS,aqidaily2020.csv
18,12/24/2020,PM2.5,53,71,35,28,71,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2020.csv
15,12/25/2020,PM2.5,36,79,37,21,79,06-037-1302,Compton,AQS,aqidaily2020.csv
28,12/26/2020,PM2.5,37,116,36,17,116,06-037-1302,Compton,AQS,aqidaily2020.csv
10,12/27/2020,PM2.5,25,71,36,21,71,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2020.csv
6,12/28/2020,PM2.5,41,57,34,8,57,06-037-1302,Compton,AQS,aqidaily2020.csv
20,12/29/2020,PM2.5,51,68,39,17,68,06-037-1302,Compton,AQS,aqidaily2020.csv
25,12/30/2020,PM2.5,57,79,42,18,79,06-037-1302,Compton,AQS,aqidaily2020.csv
28,12/31/2020,PM2.5,54,120,37,14,120,06-037-1302,Compton,AQS,aqidaily2020.csv
42,01/01/2021,PM2.5,34,184,40,20,184,06-037-1302,Compton,AQS,aqidaily2021.csv
19,01/02/2021,PM2.5,31,77,39,19,77,06-037-1302,Compton,AQS,aqidaily2021.csv
18,01/03/2021,PM2.5,28,82,37,21,82,06-037-1302,Compton,AQS,aqidaily2021.csv
18,01/04/2021,PM2.5,46,77,32,31,77,06-037-1602,Pico Rivera #2,AQS,aqidaily2021.csv
13,01/05/2021,PM2.5,50,84,33,31,84,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
26,01/06/2021,PM2.5,68,90,34,37,90,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
15,01/07/2021,PM2.5,74,84,35,31,84,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
19,01/08/2021,PM2.5,58,95,41,36,95,06-059-0007,Anaheim,AQS,aqidaily2021.csv
18,01/09/2021,PM2.5,42,96,40,34,96,06-037-1302,Compton,AQS,aqidaily2021.csv
24,01/10/2021,PM2.5,42,71,38,26,71,06-037-1302,Compton,AQS,aqidaily2021.csv
17,01/11/2021,PM2.5,64,69,36,28,69,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
16,01/12/2021,PM2.5,52,69,36,27,69,06-037-4004,Long Beach (South),AQS,aqidaily2021.csv
25,01/13/2021,PM2.5,73,77,35,41,77,06-037-4004,Long Beach (South),AQS,aqidaily2021.csv
26,01/14/2021,PM2.5,70,86,38,47,86,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
38,01/15/2021,PM2.5,55,82,41,34,82,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
39,01/16/2021,PM2.5,55,93,44,44,93,06-037-1302,Compton,AQS,aqidaily2021.csv
31,01/17/2021,PM2.5,52,84,45,27,84,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
16,01/18/2021,PM2.5,51,74,46,26,74,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
7,01/19/2021,PM10,42,64,38,64,62,06-037-9033,Lancaster-Division Street,AQS,aqidaily2021.csv
13,01/20/2021,PM2.5,43,51,37,28,51,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
11,01/21/2021,PM2.5,41,58,37,29,58,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
9,01/22/2021,PM2.5,32,53,39,21,53,06-037-1602,Pico Rivera #2,AQS,aqidaily2021.csv
5,01/23/2021,PM2.5,25,57,32,8,57,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2021.csv
14,01/24/2021,PM2.5,23,62,36,11,62,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
7,01/25/2021,NO2,42,42,40,8,38,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
9,01/26/2021,PM2.5,48,52,38,12,52,06-037-1302,Compton,AQS,aqidaily2021.csv
7,01/27/2021,PM2.5,32,54,40,14,54,06-037-1201,Reseda,AQS,aqidaily2021.csv
11,01/28/2021,PM2.5,36,54,41,31,54,06-037-1201,Reseda,AQS,aqidaily2021.csv
9,01/29/2021,PM2.5,40,55,35,5,55,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
